#         t          x          y          z         vx         vy         vz
      0.427   -101.719    -38.159    -78.366     22.599    208.928    142.701
      0.428   -101.696    -37.950    -78.223     22.796    208.997    142.851
      0.429   -101.674    -37.741    -78.080     22.992    209.067    143.001
      0.430   -101.650    -37.532    -77.937     23.190    209.136    143.152
      0.431   -101.627    -37.322    -77.794     23.388    209.206    143.302
      0.432   -101.604    -37.113    -77.651     23.587    209.275    143.453
      0.433   -101.580    -36.904    -77.507     23.786    209.344    143.603
      0.434   -101.556    -36.694    -77.363     23.985    209.412    143.754
      0.435   -101.532    -36.485    -77.220     24.185    209.481    143.906
      0.436   -101.508    -36.276    -77.076     24.386    209.549    144.057
      0.437   -101.483    -36.066    -76.931     24.587    209.617    144.208
      0.438   -101.459    -35.856    -76.787     24.789    209.685    144.360
      0.439   -101.434    -35.647    -76.643     24.991    209.753    144.512
      0.440   -101.409    -35.437    -76.498     25.194    209.820    144.664
      0.441   -101.383    -35.227    -76.353     25.398    209.887    144.816
      0.442   -101.358    -35.017    -76.209     25.602    209.954    144.968
      0.443   -101.332    -34.807    -76.063     25.806    210.021    145.121
      0.444   -101.306    -34.597    -75.918     26.011    210.088    145.273
      0.445   -101.280    -34.387    -75.773     26.217    210.154    145.426
      0.446   -101.254    -34.177    -75.627     26.423    210.220    145.579
      0.447   -101.227    -33.966    -75.482     26.630    210.286    145.732
      0.448   -101.200    -33.756    -75.336     26.837    210.352    145.886
      0.449   -101.173    -33.546    -75.190     27.045    210.417    146.039
      0.450   -101.146    -33.335    -75.044     27.253    210.483    146.193
      0.451   -101.119    -33.125    -74.898     27.462    210.548    146.347
      0.452   -101.091    -32.914    -74.751     27.672    210.612    146.501
      0.453   -101.064    -32.704    -74.605     27.882    210.677    146.655
      0.454   -101.036    -32.493    -74.458     28.093    210.741    146.809
      0.455   -101.007    -32.282    -74.311     28.304    210.805    146.963
      0.456   -100.979    -32.071    -74.164     28.516    210.869    147.118
      0.457   -100.950    -31.860    -74.017     28.728    210.933    147.273
      0.458   -100.922    -31.649    -73.869     28.941    210.996    147.428
      0.459   -100.893    -31.438    -73.722     29.155    211.060    147.583
      0.460   -100.863    -31.227    -73.574     29.369    211.122    147.738
      0.461   -100.834    -31.016    -73.426     29.584    211.185    147.894
      0.462   -100.804    -30.805    -73.278     29.799    211.247    148.049
      0.463   -100.774    -30.594    -73.130     30.015    211.310    148.205
      0.464   -100.744    -30.382    -72.982     30.231    211.372    148.361
      0.465   -100.714    -30.171    -72.834     30.448    211.433    148.517
      0.466   -100.683    -29.959    -72.685     30.666    211.495    148.673
      0.467   -100.652    -29.748    -72.536     30.884    211.556    148.829
      0.468   -100.621    -29.536    -72.387     31.103    211.617    148.986
      0.469   -100.590    -29.325    -72.238     31.322    211.677    149.143
      0.470   -100.559    -29.113    -72.089     31.542    211.738    149.299
      0.471   -100.527    -28.901    -71.940     31.763    211.798    149.456
      0.472   -100.495    -28.689    -71.790     31.984    211.857    149.614
      0.473   -100.463    -28.477    -71.640     32.206    211.917    149.771
      0.474   -100.431    -28.265    -71.491     32.428    211.976    149.928
      0.475   -100.398    -28.053    -71.341     32.651    212.035    150.086
      0.476   -100.366    -27.841    -71.190     32.875    212.094    150.244
      0.477   -100.333    -27.629    -71.040     33.099    212.152    150.402
      0.478   -100.299    -27.417    -70.890     33.324    212.210    150.560
      0.479   -100.266    -27.205    -70.739     33.549    212.268    150.718
      0.480   -100.232    -26.993    -70.588     33.775    212.326    150.876
      0.481   -100.198    -26.780    -70.437     34.002    212.383    151.035
      0.482   -100.164    -26.568    -70.286     34.229    212.440    151.193
      0.483   -100.130    -26.355    -70.135     34.457    212.497    151.352
      0.484   -100.095    -26.143    -69.983     34.685    212.553    151.511
      0.485   -100.061    -25.930    -69.832     34.915    212.609    151.670
      0.486   -100.025    -25.718    -69.680     35.144    212.665    151.830
      0.487    -99.990    -25.505    -69.528     35.375    212.720    151.989
      0.488    -99.955    -25.292    -69.376     35.606    212.776    152.149
      0.489    -99.919    -25.079    -69.224     35.837    212.830    152.308
      0.490    -99.883    -24.866    -69.072     36.069    212.885    152.468
      0.491    -99.847    -24.654    -68.919     36.302    212.939    152.628
      0.492    -99.810    -24.441    -68.766     36.536    212.993    152.788
      0.493    -99.774    -24.228    -68.613     36.770    213.047    152.948
      0.494    -99.737    -24.014    -68.460     37.004    213.100    153.109
      0.495    -99.700    -23.801    -68.307     37.240    213.153    153.269
      0.496    -99.662    -23.588    -68.154     37.476    213.205    153.430
      0.497    -99.625    -23.375    -68.000     37.712    213.258    153.591
      0.498    -99.587    -23.162    -67.847     37.949    213.310    153.752
      0.499    -99.549    -22.948    -67.693     38.187    213.361    153.913
      0.500    -99.511    -22.735    -67.539     38.426    213.413    154.074
      0.501    -99.472    -22.522    -67.385     38.665    213.463    154.236
      0.502    -99.433    -22.308    -67.230     38.905    213.514    154.397
      0.503    -99.394    -22.094    -67.076     39.145    213.564    154.559
      0.504    -99.355    -21.881    -66.921     39.386    213.614    154.721
      0.505    -99.316    -21.667    -66.766     39.628    213.664    154.883
      0.506    -99.276    -21.454    -66.611     39.871    213.713    155.045
      0.507    -99.236    -21.240    -66.456     40.114    213.762    155.207
      0.508    -99.196    -21.026    -66.301     40.357    213.810    155.369
      0.509    -99.155    -20.812    -66.146     40.602    213.858    155.531
      0.510    -99.114    -20.598    -65.990     40.847    213.906    155.694
      0.511    -99.073    -20.384    -65.834     41.092    213.953    155.857
      0.512    -99.032    -20.170    -65.678     41.339    214.000    156.020
      0.513    -98.991    -19.956    -65.522     41.586    214.047    156.182
      0.514    -98.949    -19.742    -65.366     41.833    214.093    156.346
      0.515    -98.907    -19.528    -65.209     42.082    214.139    156.509
      0.516    -98.865    -19.314    -65.053     42.331    214.185    156.672
      0.517    -98.822    -19.100    -64.896     42.580    214.230    156.836
      0.518    -98.780    -18.886    -64.739     42.831    214.275    156.999
      0.519    -98.737    -18.671    -64.582     43.081    214.319    157.163
      0.520    -98.693    -18.457    -64.425     43.333    214.363    157.327
      0.521    -98.650    -18.243    -64.267     43.585    214.406    157.490
      0.522    -98.606    -18.028    -64.110     43.838    214.449    157.654
      0.523    -98.562    -17.814    -63.952     44.092    214.492    157.819
      0.524    -98.518    -17.599    -63.794     44.346    214.535    157.983
      0.525    -98.474    -17.385    -63.636     44.602    214.576    158.147
      0.526    -98.429    -17.170    -63.478     44.857    214.618    158.312
      0.527    -98.384    -16.955    -63.320     45.114    214.659    158.476
      0.528    -98.339    -16.741    -63.161     45.371    214.700    158.641
      0.529    -98.293    -16.526    -63.002     45.628    214.740    158.806
      0.530    -98.247    -16.311    -62.843     45.887    214.780    158.971
      0.531    -98.201    -16.096    -62.684     46.146    214.819    159.136
      0.532    -98.155    -15.882    -62.525     46.406    214.858    159.301
      0.533    -98.109    -15.667    -62.366     46.666    214.897    159.466
      0.534    -98.062    -15.452    -62.206     46.927    214.935    159.632
      0.535    -98.015    -15.237    -62.046     47.189    214.973    159.797
      0.536    -97.967    -15.022    -61.887     47.452    215.010    159.963
      0.537    -97.920    -14.807    -61.727     47.715    215.047    160.128
      0.538    -97.872    -14.592    -61.566     47.979    215.083    160.294
      0.539    -97.824    -14.377    -61.406     48.244    215.119    160.460
      0.540    -97.776    -14.162    -61.245     48.509    215.154    160.626
      0.541    -97.727    -13.946    -61.085     48.775    215.189    160.792
      0.542    -97.678    -13.731    -60.924     49.042    215.224    160.958
      0.543    -97.629    -13.516    -60.763     49.309    215.258    161.124
      0.544    -97.579    -13.301    -60.602     49.578    215.291    161.290
      0.545    -97.530    -13.085    -60.440     49.846    215.324    161.457
      0.546    -97.480    -12.870    -60.279     50.116    215.357    161.623
      0.547    -97.429    -12.655    -60.117     50.386    215.389    161.790
      0.548    -97.379    -12.439    -59.955     50.657    215.421    161.957
      0.549    -97.328    -12.224    -59.793     50.929    215.452    162.123
      0.550    -97.277    -12.008    -59.631     51.201    215.483    162.290
      0.551    -97.226    -11.793    -59.468     51.475    215.513    162.457
      0.552    -97.174    -11.577    -59.306     51.748    215.543    162.624
      0.553    -97.122    -11.362    -59.143     52.023    215.572    162.791
      0.554    -97.070    -11.146    -58.980     52.298    215.600    162.958
      0.555    -97.018    -10.930    -58.817     52.574    215.629    163.125
      0.556    -96.965    -10.715    -58.654     52.851    215.656    163.293
      0.557    -96.912    -10.499    -58.491     53.128    215.684    163.460
      0.558    -96.859    -10.283    -58.327     53.407    215.710    163.627
      0.559    -96.805    -10.068    -58.163     53.685    215.736    163.795
      0.560    -96.751     -9.852    -58.000     53.965    215.762    163.962
      0.561    -96.697     -9.636    -57.836     54.245    215.787    164.130
      0.562    -96.643     -9.420    -57.671     54.526    215.811    164.298
      0.563    -96.588     -9.205    -57.507     54.808    215.835    164.465
      0.564    -96.533     -8.989    -57.342     55.091    215.859    164.633
      0.565    -96.478     -8.773    -57.178     55.374    215.882    164.801
      0.566    -96.422     -8.557    -57.013     55.658    215.904    164.969
      0.567    -96.367     -8.341    -56.848     55.943    215.926    165.137
      0.568    -96.311     -8.125    -56.683     56.228    215.947    165.305
      0.569    -96.254     -7.909    -56.517     56.514    215.968    165.473
      0.570    -96.197     -7.693    -56.352     56.801    215.988    165.641
      0.571    -96.141     -7.477    -56.186     57.089    216.008    165.809
      0.572    -96.083     -7.261    -56.020     57.377    216.027    165.977
      0.573    -96.026     -7.045    -55.854     57.666    216.045    166.146
      0.574    -95.968     -6.829    -55.688     57.956    216.063    166.314
      0.575    -95.910     -6.613    -55.521     58.247    216.080    166.482
      0.576    -95.851     -6.397    -55.355     58.538    216.097    166.651
