#         t          x          y          z         vx         vy         vz
      1.047    -28.428     79.432     34.693    216.326    109.519    184.456
      1.048    -28.211     79.541     34.877    216.461    109.134    184.284
      1.049    -27.995     79.650     35.061    216.595    108.750    184.111
      1.050    -27.778     79.759     35.245    216.728    108.367    183.938
      1.051    -27.561     79.867     35.429    216.859    107.984    183.764
      1.052    -27.344     79.975     35.613    216.989    107.601    183.590
      1.053    -27.127     80.082     35.796    217.117    107.219    183.415
      1.054    -26.910     80.189     35.980    217.244    106.838    183.240
      1.055    -26.693     80.296     36.163    217.370    106.456    183.065
      1.056    -26.475     80.402     36.346    217.495    106.076    182.889
      1.057    -26.258     80.508     36.529    217.618    105.696    182.713
      1.058    -26.040     80.614     36.711    217.739    105.316    182.536
      1.059    -25.822     80.719     36.894    217.859    104.937    182.359
      1.060    -25.605     80.823     37.076    217.978    104.558    182.181
      1.061    -25.386     80.928     37.258    218.096    104.180    182.004
      1.062    -25.168     81.032     37.440    218.212    103.802    181.825
      1.063    -24.950     81.135     37.622    218.327    103.425    181.647
      1.064    -24.732     81.239     37.803    218.441    103.048    181.468
      1.065    -24.513     81.341     37.985    218.553    102.672    181.288
      1.066    -24.295     81.444     38.166    218.664    102.296    181.108
      1.067    -24.076     81.546     38.347    218.773    101.921    180.928
      1.068    -23.857     81.648     38.528    218.881    101.547    180.748
      1.069    -23.638     81.749     38.708    218.988    101.173    180.567
      1.070    -23.419     81.850     38.889    219.094    100.799    180.386
      1.071    -23.200     81.951     39.069    219.198    100.426    180.204
      1.072    -22.981     82.051     39.249    219.301    100.054    180.022
      1.073    -22.761     82.151     39.429    219.403     99.682    179.840
      1.074    -22.542     82.250     39.609    219.504     99.311    179.658
      1.075    -22.322     82.349     39.789    219.603     98.940    179.475
      1.076    -22.103     82.448     39.968    219.701     98.570    179.292
      1.077    -21.883     82.547     40.147    219.797     98.201    179.108
      1.078    -21.663     82.645     40.326    219.893     97.832    178.925
      1.079    -21.443     82.742     40.505    219.987     97.463    178.741
      1.080    -21.223     82.840     40.684    220.080     97.095    178.556
      1.081    -21.003     82.936     40.862    220.171     96.728    178.372
      1.082    -20.783     83.033     41.040    220.261     96.362    178.187
      1.083    -20.562     83.129     41.218    220.351     95.996    178.001
      1.084    -20.342     83.225     41.396    220.438     95.630    177.816
      1.085    -20.122     83.320     41.574    220.525     95.265    177.630
      1.086    -19.901     83.416     41.752    220.610     94.901    177.444
      1.087    -19.680     83.510     41.929    220.695     94.537    177.258
      1.088    -19.460     83.605     42.106    220.778     94.174    177.071
      1.089    -19.239     83.699     42.283    220.859     93.812    176.885
      1.090    -19.018     83.792     42.460    220.940     93.450    176.698
      1.091    -18.797     83.886     42.636    221.019     93.089    176.510
      1.092    -18.576     83.978     42.813    221.097     92.729    176.323
      1.093    -18.355     84.071     42.989    221.174     92.369    176.135
      1.094    -18.133     84.163     43.165    221.250     92.009    175.947
      1.095    -17.912     84.255     43.341    221.325     91.651    175.759
      1.096    -17.691     84.346     43.517    221.398     91.293    175.571
      1.097    -17.469     84.438     43.692    221.471     90.935    175.382
      1.098    -17.248     84.528     43.867    221.542     90.579    175.193
      1.099    -17.026     84.619     44.043    221.612     90.223    175.004
      1.100    -16.805     84.709     44.217    221.680     89.867    174.815
      1.101    -16.583     84.798     44.392    221.748     89.513    174.626
      1.102    -16.361     84.888     44.567    221.815     89.158    174.436
      1.103    -16.139     84.977     44.741    221.880     88.805    174.247
      1.104    -15.917     85.065     44.915    221.944     88.452    174.057
      1.105    -15.695     85.154     45.089    222.007     88.100    173.867
      1.106    -15.473     85.242     45.263    222.069     87.749    173.676
      1.107    -15.251     85.329     45.437    222.130     87.398    173.486
      1.108    -15.029     85.416     45.610    222.190     87.048    173.295
      1.109    -14.807     85.503     45.783    222.249     86.698    173.104
      1.110    -14.585     85.590     45.956    222.306     86.349    172.914
      1.111    -14.362     85.676     46.129    222.363     86.001    172.723
      1.112    -14.140     85.762     46.302    222.418     85.654    172.531
      1.113    -13.917     85.847     46.474    222.473     85.307    172.340
      1.114    -13.695     85.932     46.646    222.526     84.961    172.148
      1.115    -13.472     86.017     46.818    222.578     84.615    171.957
      1.116    -13.250     86.102     46.990    222.629     84.271    171.765
      1.117    -13.027     86.186     47.162    222.679     83.927    171.573
      1.118    -12.804     86.270     47.333    222.728     83.583    171.381
      1.119    -12.582     86.353     47.505    222.776     83.240    171.189
      1.120    -12.359     86.436     47.676    222.823     82.898    170.997
      1.121    -12.136     86.519     47.847    222.869     82.557    170.804
      1.122    -11.913     86.601     48.017    222.914     82.217    170.612
      1.123    -11.690     86.683     48.188    222.958     81.877    170.419
      1.124    -11.467     86.765     48.358    223.001     81.537    170.227
      1.125    -11.244     86.846     48.528    223.043     81.199    170.034
      1.126    -11.021     86.927     48.698    223.083     80.861    169.841
      1.127    -10.798     87.008     48.868    223.123     80.524    169.648
      1.128    -10.575     87.088     49.038    223.162     80.188    169.455
      1.129    -10.352     87.168     49.207    223.200     79.852    169.262
      1.130    -10.129     87.248     49.376    223.236     79.517    169.069
      1.131     -9.905     87.327     49.545    223.272     79.183    168.876
      1.132     -9.682     87.406     49.714    223.307     78.849    168.682
      1.133     -9.459     87.485     49.882    223.341     78.516    168.489
      1.134     -9.235     87.563     50.051    223.374     78.184    168.296
      1.135     -9.012     87.641     50.219    223.406     77.852    168.102
      1.136     -8.788     87.719     50.387    223.437     77.522    167.909
      1.137     -8.565     87.796     50.555    223.467     77.192    167.715
      1.138     -8.342     87.874     50.722    223.496     76.862    167.521
      1.139     -8.118     87.950     50.890    223.524     76.534    167.328
      1.140     -7.895     88.027     51.057    223.551     76.206    167.134
      1.141     -7.671     88.103     51.224    223.577     75.878    166.940
      1.142     -7.447     88.178     51.391    223.603     75.552    166.746
      1.143     -7.224     88.254     51.558    223.627     75.226    166.552
      1.144     -7.000     88.329     51.724    223.650     74.901    166.359
      1.145     -6.776     88.404     51.890    223.673     74.577    166.165
      1.146     -6.553     88.478     52.056    223.695     74.253    165.971
      1.147     -6.329     88.552     52.222    223.716     73.930    165.777
      1.148     -6.105     88.626     52.388    223.735     73.608    165.583
      1.149     -5.882     88.699     52.553    223.754     73.287    165.389
      1.150     -5.658     88.772     52.719    223.772     72.966    165.195
      1.151     -5.434     88.845     52.884    223.790     72.646    165.001
      1.152     -5.210     88.918     53.049    223.806     72.327    164.807
      1.153     -4.986     88.990     53.213    223.822     72.008    164.613
      1.154     -4.763     89.062     53.378    223.836     71.690    164.419
      1.155     -4.539     89.133     53.542    223.850     71.373    164.225
      1.156     -4.315     89.204     53.706    223.863     71.057    164.031
      1.157     -4.091     89.275     53.870    223.875     70.741    163.837
      1.158     -3.867     89.346     54.034    223.886     70.426    163.643
      1.159     -3.643     89.416     54.198    223.896     70.112    163.449
      1.160     -3.419     89.486     54.361    223.906     69.798    163.255
      1.161     -3.195     89.556     54.524    223.915     69.486    163.061
      1.162     -2.972     89.625     54.687    223.922     69.174    162.867
      1.163     -2.748     89.694     54.850    223.930     68.862    162.673
      1.164     -2.524     89.763     55.012    223.936     68.552    162.480
      1.165     -2.300     89.831     55.175    223.941     68.242    162.286
      1.166     -2.076     89.899     55.337    223.946     67.933    162.092
      1.167     -1.852     89.967     55.499    223.950     67.624    161.898
      1.168     -1.628     90.035     55.661    223.953     67.316    161.705
      1.169     -1.404     90.102     55.822    223.955     67.009    161.511
      1.170     -1.180     90.169     55.984    223.956     66.703    161.317
      1.171     -0.956     90.235     56.145    223.957     66.398    161.124
      1.172     -0.732     90.301     56.306    223.957     66.093    160.930
      1.173     -0.508     90.367     56.467    223.956     65.789    160.737
      1.174     -0.284     90.433     56.628    223.954     65.485    160.543
      1.175     -0.060     90.498     56.788    223.952     65.183    160.350
      1.176      0.164     90.563     56.948    223.949     64.881    160.157
      1.177      0.388     90.628     57.108    223.945     64.580    159.963
      1.178      0.612     90.692     57.268    223.940     64.279    159.770
      1.179      0.836     90.757     57.428    223.935     63.979    159.577
      1.180      1.060     90.820     57.587    223.929     63.680    159.384
      1.181      1.283     90.884     57.747    223.922     63.382    159.191
      1.182      1.507     90.947     57.906    223.914     63.085    158.998
      1.183      1.731     91.010     58.065    223.906     62.788    158.806
      1.184      1.955     91.073     58.223    223.897     62.492    158.613
      1.185      2.179     91.135     58.382    223.887     62.196    158.420
      1.186      2.403     91.197     58.540    223.877     61.901    158.228
      1.187      2.627     91.259     58.698    223.865     61.607    158.035
      1.188      2.851     91.320     58.856    223.854     61.314    157.843
      1.189      3.075     91.382     59.014    223.841     61.022    157.650
      1.190      3.298     91.442     59.172    223.828     60.730    157.458
      1.191      3.522     91.503     59.329    223.814     60.439    157.266
      1.192      3.746     91.563     59.486    223.799     60.148    157.074
      1.193      3.970     91.623     59.643    223.784     59.859    156.882
      1.194      4.194     91.683     59.800    223.768     59.570    156.690
      1.195      4.417     91.742     59.956    223.751     59.282    156.498
      1.196      4.641     91.802     60.113    223.734     58.994    156.307
      1.197      4.865     91.860     60.269    223.716     58.707    156.115
      1.198      5.088     91.919     60.425    223.697     58.421    155.924
      1.199      5.312     91.977     60.581    223.678     58.136    155.732
      1.200      5.536     92.035     60.737    223.658     57.851    155.541
      1.201      5.759     92.093     60.892    223.637     57.567    155.350
      1.202      5.983     92.150     61.047    223.616     57.284    155.159
      1.203      6.207     92.208     61.202    223.594     57.001    154.968
      1.204      6.430     92.264     61.357    223.572     56.719    154.777
      1.205      6.654     92.321     61.512    223.549     56.438    154.587
      1.206      6.877     92.377     61.666    223.525     56.158    154.396
      1.207      7.101     92.433     61.821    223.500     55.878    154.206
      1.208      7.324     92.489     61.975    223.475     55.599    154.015
      1.209      7.548     92.545     62.129    223.450     55.321    153.825
      1.210      7.771     92.600     62.282    223.424     55.043    153.635
      1.211      7.995     92.655     62.436    223.397     54.766    153.445
      1.212      8.218     92.709     62.589    223.369     54.490    153.255
      1.213      8.441     92.764     62.742    223.341     54.215    153.066
      1.214      8.665     92.818     62.895    223.313     53.940    152.876
      1.215      8.888     92.871     63.048    223.284     53.666    152.687
      1.216      9.111     92.925     63.201    223.254     53.392    152.497
      1.217      9.335     92.978     63.353    223.224     53.120    152.308
      1.218      9.558     93.031     63.505    223.193     52.848    152.119
      1.219      9.781     93.084     63.657    223.161     52.576    151.931
      1.220     10.004     93.136     63.809    223.129     52.306    151.742
      1.221     10.227     93.189     63.961    223.097     52.036    151.553
      1.222     10.450     93.240     64.112    223.063     51.767    151.365
      1.223     10.673     93.292     64.264    223.030     51.498    151.176
      1.224     10.896     93.343     64.415    222.995     51.230    150.988
      1.225     11.119     93.395     64.566    222.960     50.963    150.800
      1.226     11.342     93.445     64.716    222.925     50.697    150.613
      1.227     11.565     93.496     64.867    222.889     50.431    150.425
      1.228     11.788     93.546     65.017    222.853     50.166    150.237
      1.229     12.011     93.596     65.167    222.816     49.901    150.050
      1.230     12.234     93.646     65.317    222.778     49.638    149.863
      1.231     12.456     93.696     65.467    222.740     49.374    149.676
      1.232     12.679     93.745     65.617    222.702     49.112    149.489
      1.233     12.902     93.794     65.766    222.663     48.850    149.302
      1.234     13.124     93.842     65.915    222.623     48.589    149.115
      1.235     13.347     93.891     66.064    222.583     48.329    148.929
      1.236     13.570     93.939     66.213    222.542     48.069    148.742
      1.237     13.792     93.987     66.362    222.501     47.810    148.556
      1.238     14.015     94.035     66.510    222.460     47.552    148.370
      1.239     14.237     94.082     66.658    222.417     47.294    148.185
      1.240     14.459     94.129     66.807    222.375     47.037    147.999
      1.241     14.682     94.176     66.954    222.332     46.781    147.813
      1.242     14.904     94.223     67.102    222.288     46.526    147.628
      1.243     15.126     94.269     67.250    222.244     46.271    147.443
      1.244     15.349     94.315     67.397    222.200     46.016    147.258
      1.245     15.571     94.361     67.544    222.155     45.763    147.073
      1.246     15.793     94.407     67.691    222.109     45.510    146.889
      1.247     16.015     94.452     67.838    222.063     45.257    146.704
      1.248     16.237     94.498     67.985    222.017     45.006    146.520
      1.249     16.459     94.542     68.131    221.970     44.755    146.336
      1.250     16.681     94.587     68.277    221.923     44.504    146.152
      1.251     16.903     94.631     68.423    221.875     44.255    145.968
      1.252     17.125     94.676     68.569    221.827     44.006    145.785
      1.253     17.347     94.719     68.715    221.778     43.757    145.601
      1.254     17.568     94.763     68.860    221.729     43.510    145.418
      1.255     17.790     94.806     69.006    221.679     43.263    145.235
      1.256     18.012     94.850     69.151    221.629     43.016    145.052
      1.257     18.233     94.892     69.296    221.579     42.770    144.869
      1.258     18.455     94.935     69.441    221.528     42.525    144.687
      1.259     18.676     94.978     69.585    221.477     42.281    144.505
      1.260     18.898     95.020     69.730    221.425     42.037    144.322
      1.261     19.119     95.062     69.874    221.373     41.794    144.140
      1.262     19.341     95.103     70.018    221.320     41.551    143.959
      1.263     19.562     95.145     70.162    221.267     41.309    143.777
      1.264     19.783     95.186     70.305    221.214     41.068    143.596
      1.265     20.004     95.227     70.449    221.160     40.828    143.415
      1.266     20.225     95.268     70.592    221.106     40.588    143.234
      1.267     20.446     95.308     70.735    221.051     40.348    143.053
      1.268     20.667     95.348     70.878    220.996     40.109    142.872
      1.269     20.888     95.388     71.021    220.941     39.871    142.692
      1.270     21.109     95.428     71.164    220.885     39.634    142.511
      1.271     21.330     95.467     71.306    220.828     39.397    142.331
      1.272     21.551     95.507     71.448    220.772     39.161    142.151
      1.273     21.772     95.546     71.591    220.715     38.925    141.972
      1.274     21.992     95.585     71.732    220.658     38.690    141.792
      1.275     22.213     95.623     71.874    220.600     38.456    141.613
      1.276     22.434     95.662     72.016    220.542     38.222    141.434
      1.277     22.654     95.700     72.157    220.483     37.989    141.255
      1.278     22.875     95.738     72.298    220.424     37.757    141.076
      1.279     23.095     95.775     72.439    220.365     37.525    140.898
      1.280     23.315     95.813     72.580    220.305     37.294    140.720
      1.281     23.536     95.850     72.721    220.245     37.063    140.541
      1.282     23.756     95.887     72.861    220.185     36.833    140.364
      1.283     23.976     95.923     73.001    220.124     36.604    140.186
      1.284     24.196     95.960     73.141    220.063     36.375    140.008
      1.285     24.416     95.996     73.281    220.002     36.147    139.831
      1.286     24.636     96.032     73.421    219.940     35.919    139.654
      1.287     24.856     96.068     73.561    219.878     35.693    139.477
      1.288     25.076     96.104     73.700    219.816     35.466    139.300
      1.289     25.296     96.139     73.839    219.753     35.240    139.124
      1.290     25.515     96.174     73.978    219.690     35.015    138.948
      1.291     25.735     96.209     74.117    219.626     34.791    138.771
      1.292     25.955     96.244     74.256    219.563     34.567    138.596
      1.293     26.174     96.278     74.394    219.498     34.344    138.420
      1.294     26.394     96.312     74.533    219.434     34.121    138.244
      1.295     26.613     96.346     74.671    219.369     33.899    138.069
      1.296     26.832     96.380     74.809    219.304     33.677    137.894
      1.297     27.052     96.414     74.947    219.239     33.456    137.719
      1.298     27.271     96.447     75.084    219.173     33.236    137.545
      1.299     27.490     96.480     75.222    219.107     33.016    137.370
      1.300     27.709     96.513     75.359    219.040     32.797    137.196
      1.301     27.928     96.546     75.496    218.974     32.578    137.022
      1.302     28.147     96.578     75.633    218.907     32.360    136.848
      1.303     28.366     96.610     75.770    218.840     32.143    136.674
      1.304     28.585     96.643     75.906    218.772     31.926    136.501
      1.305     28.803     96.674     76.043    218.704     31.710    136.328
      1.306     29.022     96.706     76.179    218.636     31.494    136.155
      1.307     29.241     96.737     76.315    218.567     31.279    135.982
      1.308     29.459     96.768     76.451    218.499     31.064    135.809
      1.309     29.678     96.799     76.587    218.429     30.850    135.637
      1.310     29.896     96.830     76.722    218.360     30.637    135.465
      1.311     30.114     96.861     76.858    218.290     30.424    135.293
      1.312     30.333     96.891     76.993    218.221     30.212    135.121
      1.313     30.551     96.921     77.128    218.150     30.000    134.950
      1.314     30.769     96.951     77.263    218.080     29.789    134.778
      1.315     30.987     96.981     77.397    218.009     29.579    134.607
      1.316     31.205     97.010     77.532    217.938     29.369    134.436
      1.317     31.423     97.039     77.666    217.867     29.159    134.266
      1.318     31.641     97.069     77.800    217.795     28.950    134.095
      1.319     31.858     97.097     77.934    217.723     28.742    133.925
      1.320     32.076     97.126     78.068    217.651     28.534    133.755
      1.321     32.294     97.154     78.202    217.579     28.327    133.585
      1.322     32.511     97.183     78.335    217.506     28.120    133.415
      1.323     32.729     97.211     78.469    217.433     27.914    133.246
      1.324     32.946     97.238     78.602    217.360     27.709    133.077
      1.325     33.163     97.266     78.735    217.287     27.504    132.908
      1.326     33.381     97.293     78.868    217.213     27.299    132.739
      1.327     33.598     97.321     79.000    217.139     27.095    132.571
      1.328     33.815     97.348     79.133    217.065     26.892    132.402
      1.329     34.032     97.374     79.265    216.990     26.689    132.234
      1.330     34.249     97.401     79.397    216.916     26.487    132.066
      1.331     34.466     97.427     79.529    216.841     26.285    131.899
      1.332     34.683     97.454     79.661    216.766     26.084    131.731
      1.333     34.899     97.480     79.793    216.690     25.884    131.564
      1.334     35.116     97.505     79.924    216.615     25.683    131.397
      1.335     35.333     97.531     80.056    216.539     25.484    131.230
      1.336     35.549     97.556     80.187    216.463     25.285    131.063
      1.337     35.766     97.582     80.318    216.386     25.086    130.897
      1.338     35.982     97.607     80.449    216.310     24.888    130.731
      1.339     36.198     97.631     80.579    216.233     24.691    130.565
      1.340     36.414     97.656     80.710    216.156     24.494    130.399
      1.341     36.630     97.680     80.840    216.079     24.298    130.233
      1.342     36.847     97.705     80.970    216.001     24.102    130.068
      1.343     37.062     97.729     81.100    215.923     23.906    129.903
      1.344     37.278     97.752     81.230    215.846     23.712    129.738
      1.345     37.494     97.776     81.360    215.767     23.517    129.574
      1.346     37.710     97.799     81.489    215.689     23.324    129.409
      1.347     37.926     97.823     81.618    215.611     23.130    129.245
      1.348     38.141     97.846     81.748    215.532     22.938    129.081
      1.349     38.357     97.868     81.877    215.453     22.745    128.917
      1.350     38.572     97.891     82.005    215.374     22.554    128.753
      1.351     38.787     97.914     82.134    215.294     22.362    128.590
      1.352     39.003     97.936     82.263    215.215     22.172    128.427
      1.353     39.218     97.958     82.391    215.135     21.982    128.264
      1.354     39.433     97.980     82.519    215.055     21.792    128.101
      1.355     39.648     98.002     82.647    214.975     21.603    127.939
      1.356     39.863     98.023     82.775    214.895     21.414    127.776
      1.357     40.078     98.044     82.903    214.814     21.226    127.614
      1.358     40.292     98.065     83.030    214.733     21.038    127.452
      1.359     40.507     98.086     83.158    214.652     20.851    127.291
      1.360     40.722     98.107     83.285    214.571     20.664    127.129
      1.361     40.936     98.128     83.412    214.490     20.478    126.968
      1.362     41.151     98.148     83.539    214.408     20.293    126.807
      1.363     41.365     98.168     83.666    214.327     20.107    126.646
      1.364     41.579     98.188     83.792    214.245     19.923    126.486
      1.365     41.794     98.208     83.918    214.163     19.738    126.326
      1.366     42.008     98.228     84.045    214.081     19.555    126.165
      1.367     42.222     98.247     84.171    213.998     19.372    126.005
      1.368     42.436     98.267     84.297    213.916     19.189    125.846
      1.369     42.650     98.286     84.423    213.833     19.007    125.686
      1.370     42.863     98.305     84.548    213.750     18.825    125.527
      1.371     43.077     98.323     84.674    213.667     18.644    125.368
      1.372     43.291     98.342     84.799    213.584     18.463    125.209
      1.373     43.504     98.360     84.924    213.500     18.283    125.051
      1.374     43.718     98.378     85.049    213.417     18.103    124.892
      1.375     43.931     98.396     85.174    213.333     17.923    124.734
      1.376     44.144     98.414     85.298    213.249     17.744    124.576
      1.377     44.358     98.432     85.423    213.165     17.566    124.418
      1.378     44.571     98.449     85.547    213.081     17.388    124.261
      1.379     44.784     98.467     85.671    212.996     17.211    124.103
      1.380     44.997     98.484     85.795    212.912     17.034    123.946
      1.381     45.210     98.501     85.919    212.827     16.857    123.789
      1.382     45.422     98.518     86.043    212.742     16.681    123.633
      1.383     45.635     98.534     86.167    212.657     16.506    123.476
      1.384     45.848     98.551     86.290    212.572     16.330    123.320
      1.385     46.060     98.567     86.413    212.486     16.156    123.164
      1.386     46.273     98.583     86.536    212.401     15.982    123.008
      1.387     46.485     98.599     86.659    212.315     15.808    122.853
      1.388     46.697     98.614     86.782    212.230     15.635    122.697
      1.389     46.909     98.630     86.905    212.144     15.462    122.542
      1.390     47.122     98.645     87.027    212.058     15.289    122.387
      1.391     47.334     98.661     87.149    211.971     15.118    122.232
      1.392     47.546     98.676     87.272    211.885     14.946    122.078
      1.393     47.757     98.690     87.394    211.799     14.775    121.923
      1.394     47.969     98.705     87.515    211.712     14.605    121.769
      1.395     48.181     98.720     87.637    211.625     14.435    121.615
      1.396     48.392     98.734     87.759    211.538     14.265    121.462
      1.397     48.604     98.748     87.880    211.451     14.096    121.308
      1.398     48.815     98.762     88.001    211.364     13.927    121.155
      1.399     49.027     98.776     88.122    211.277     13.759    121.002
      1.400     49.238     98.790     88.243    211.190     13.591    120.849
      1.401     49.449     98.803     88.364    211.102     13.423    120.697
      1.402     49.660     98.817     88.485    211.014     13.256    120.544
      1.403     49.871     98.830     88.605    210.927     13.090    120.392
      1.404     50.082     98.843     88.725    210.839     12.924    120.240
      1.405     50.293     98.856     88.846    210.751     12.758    120.088
      1.406     50.503     98.868     88.966    210.662     12.593    119.937
      1.407     50.714     98.881     89.086    210.574     12.428    119.785
      1.408     50.925     98.893     89.205    210.486     12.264    119.634
      1.409     51.135     98.905     89.325    210.397     12.100    119.483
      1.410     51.345     98.917     89.444    210.309     11.936    119.333
      1.411     51.556     98.929     89.563    210.220     11.773    119.182
      1.412     51.766     98.941     89.683    210.131     11.611    119.032
      1.413     51.976     98.952     89.802    210.042     11.449    118.882
      1.414     52.186     98.964     89.920    209.953     11.287    118.732
      1.415     52.396     98.975     90.039    209.864     11.125    118.582
      1.416     52.606     98.986     90.157    209.775     10.964    118.433
      1.417     52.815     98.997     90.276    209.685     10.804    118.284
      1.418     53.025     99.008     90.394    209.596     10.644    118.135
      1.419     53.235     99.018     90.512    209.506     10.484    117.986
      1.420     53.444     99.029     90.630    209.416     10.325    117.837
      1.421     53.653     99.039     90.748    209.326     10.166    117.689
      1.422     53.863     99.049     90.865    209.236     10.008    117.541
      1.423     54.072     99.059     90.983    209.146      9.850    117.393
      1.424     54.281     99.069     91.100    209.056      9.692    117.245
      1.425     54.490     99.078     91.217    208.966      9.535    117.097
      1.426     54.699     99.088     91.334    208.876      9.378    116.950
      1.427     54.908     99.097     91.451    208.785      9.222    116.803
      1.428     55.116     99.106     91.568    208.695      9.066    116.656
      1.429     55.325     99.115     91.685    208.604      8.910    116.509
      1.430     55.534     99.124     91.801    208.513      8.755    116.363
      1.431     55.742     99.133     91.917    208.423      8.600    116.216
      1.432     55.950     99.141     92.033    208.332      8.446    116.070
      1.433     56.159     99.150     92.149    208.241      8.292    115.924
      1.434     56.367     99.158     92.265    208.150      8.139    115.779
      1.435     56.575     99.166     92.381    208.058      7.985    115.633
      1.436     56.783     99.174     92.497    207.967      7.833    115.488
      1.437     56.991     99.182     92.612    207.876      7.680    115.343
      1.438     57.199     99.189     92.727    207.784      7.528    115.198
      1.439     57.407     99.197     92.842    207.693      7.377    115.053
      1.440     57.614     99.204     92.957    207.601      7.226    114.909
      1.441     57.822     99.211     93.072    207.509      7.075    114.765
      1.442     58.029     99.218     93.187    207.418      6.925    114.621
      1.443     58.237     99.225     93.301    207.326      6.775    114.477
      1.444     58.444     99.232     93.416    207.234      6.625    114.333
      1.445     58.651     99.238     93.530    207.142      6.476    114.190
      1.446     58.858     99.245     93.644    207.050      6.327    114.046
      1.447     59.065     99.251     93.758    206.958      6.179    113.903
      1.448     59.272     99.257     93.872    206.865      6.030    113.761
      1.449     59.479     99.263     93.986    206.773      5.883    113.618
      1.450     59.686     99.269     94.099    206.681      5.735    113.475
      1.451     59.892     99.274     94.213    206.588      5.589    113.333
      1.452     60.099     99.280     94.326    206.496      5.442    113.191
      1.453     60.305     99.285     94.439    206.403      5.296    113.049
      1.454     60.512     99.290     94.552    206.310      5.150    112.908
      1.455     60.718     99.295     94.665    206.218      5.005    112.766
      1.456     60.924     99.300     94.778    206.125      4.860    112.625
      1.457     61.130     99.305     94.890    206.032      4.715    112.484
      1.458     61.336     99.310     95.003    205.939      4.571    112.343
      1.459     61.542     99.314     95.115    205.846      4.427    112.203
      1.460     61.748     99.319     95.227    205.753      4.283    112.062
      1.461     61.953     99.323     95.339    205.660      4.140    111.922
      1.462     62.159     99.327     95.451    205.566      3.997    111.782
      1.463     62.365     99.331     95.562    205.473      3.855    111.642
      1.464     62.570     99.335     95.674    205.380      3.713    111.503
      1.465     62.775     99.338     95.785    205.286      3.571    111.363
      1.466     62.981     99.342     95.897    205.193      3.430    111.224
      1.467     63.186     99.345     96.008    205.099      3.289    111.085
      1.468     63.391     99.348     96.119    205.006      3.148    110.946
      1.469     63.596     99.352     96.230    204.912      3.008    110.808
      1.470     63.801     99.354     96.341    204.818      2.868    110.669
      1.471     64.005     99.357     96.451    204.725      2.729    110.531
      1.472     64.210     99.360     96.562    204.631      2.589    110.393
      1.473     64.415     99.362     96.672    204.537      2.451    110.255
      1.474     64.619     99.365     96.782    204.443      2.312    110.117
      1.475     64.824     99.367     96.892    204.349      2.174    109.980
      1.476     65.028     99.369     97.002    204.255      2.036    109.843
      1.477     65.232     99.371     97.112    204.161      1.899    109.706
      1.478     65.436     99.373     97.221    204.067      1.762    109.569
      1.479     65.640     99.375     97.331    203.973      1.625    109.432
      1.480     65.844     99.376     97.440    203.878      1.489    109.296
      1.481     66.048     99.378     97.550    203.784      1.353    109.159
      1.482     66.252     99.379     97.659    203.690      1.217    109.023
      1.483     66.455     99.380     97.768    203.595      1.082    108.887
      1.484     66.659     99.381     97.876    203.501      0.947    108.752
      1.485     66.862     99.382     97.985    203.406      0.812    108.616
      1.486     67.066     99.383     98.094    203.312      0.678    108.481
      1.487     67.269     99.383     98.202    203.217      0.544    108.346
      1.488     67.472     99.384     98.310    203.123      0.410    108.211
      1.489     67.675     99.384     98.419    203.028      0.277    108.076
      1.490     67.878     99.384     98.527    202.933      0.144    107.942
      1.491     68.081     99.384     98.634    202.839      0.011    107.807
      1.492     68.284     99.384     98.742    202.744     -0.121    107.673
      1.493     68.487     99.384     98.850    202.649     -0.253    107.539
      1.494     68.689     99.384     98.957    202.554     -0.385    107.405
      1.495     68.892     99.383     99.065    202.459     -0.516    107.272
      1.496     69.094     99.383     99.172    202.364     -0.647    107.138
      1.497     69.296     99.382     99.279    202.269     -0.777    107.005
      1.498     69.499     99.381     99.386    202.174     -0.908    106.872
      1.499     69.701     99.380     99.493    202.079     -1.038    106.739
      1.500     69.903     99.379     99.599    201.984     -1.167    106.607
      1.501     70.105     99.378     99.706    201.889     -1.297    106.474
      1.502     70.307     99.377     99.812    201.794     -1.426    106.342
      1.503     70.508     99.375     99.918    201.699     -1.554    106.210
      1.504     70.710     99.373    100.025    201.603     -1.682    106.078
      1.505     70.912     99.372    100.131    201.508     -1.810    105.946
      1.506     71.113     99.370    100.237    201.413     -1.938    105.815
      1.507     71.314     99.368    100.342    201.318     -2.066    105.683
      1.508     71.516     99.366    100.448    201.222     -2.193    105.552
      1.509     71.717     99.363    100.553    201.127     -2.319    105.421
      1.510     71.918     99.361    100.659    201.031     -2.446    105.290
      1.511     72.119     99.359    100.764    200.936     -2.572    105.160
      1.512     72.320     99.356    100.869    200.841     -2.698    105.029
      1.513     72.521     99.353    100.974    200.745     -2.823    104.899
      1.514     72.721     99.350    101.079    200.649     -2.948    104.769
      1.515     72.922     99.347    101.184    200.554     -3.073    104.639
      1.516     73.122     99.344    101.288    200.458     -3.197    104.510
      1.517     73.323     99.341    101.393    200.363     -3.322    104.380
      1.518     73.523     99.338    101.497    200.267     -3.446    104.251
      1.519     73.723     99.334    101.601    200.171     -3.569    104.122
      1.520     73.923     99.330    101.705    200.076     -3.692    103.993
      1.521     74.123     99.327    101.809    199.980     -3.815    103.864
      1.522     74.323     99.323    101.913    199.884     -3.938    103.736
